,Date, Signal(dBm), Noise(dBm), Channel, Security, Mode,SSID,BSSID
50,"11/10/2023, 8:17:28 pm", -90, -96, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
51,"11/10/2023, 8:16:47 pm", -87, -96, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
52,"11/10/2023, 8:16:34 pm", -87, -96, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
53,"11/10/2023, 8:16:21 pm", -78, -95, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
54,"11/10/2023, 8:16:08 pm", -91, -95, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
55,"11/10/2023, 8:15:30 pm", -95, -96, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
56,"11/10/2023, 8:15:17 pm", -95, -96, 132, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-94-AC
57,"11/10/2023, 8:18:31 pm", -75, -83, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
58,"11/10/2023, 8:18:18 pm", -75, -83, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
59,"11/10/2023, 8:18:06 pm", -75, -83, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
60,"11/10/2023, 8:17:53 pm", -83, -86, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
61,"11/10/2023, 8:17:40 pm", -83, -86, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
62,"11/10/2023, 8:17:28 pm", -83, -86, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
63,"11/10/2023, 8:16:47 pm", -71, -85, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
64,"11/10/2023, 8:16:34 pm", -76, -89, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
65,"11/10/2023, 8:16:21 pm", -83, -84, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
66,"11/10/2023, 8:16:08 pm", -83, -84, 1, Open, g/n,UNSW Guest ,5C-E1-76-0A-20-E2
67,"11/10/2023, 8:33:41 pm", -86, -97, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
68,"11/10/2023, 8:33:28 pm", -86, -97, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
69,"11/10/2023, 8:33:16 pm", -86, -97, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
70,"11/10/2023, 8:33:00 pm", -71, -95, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
71,"11/10/2023, 8:32:47 pm", -68, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
72,"11/10/2023, 8:32:34 pm", -73, -94, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
73,"11/10/2023, 8:32:21 pm", -74, -95, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
74,"11/10/2023, 8:31:47 pm", -88, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
75,"11/10/2023, 8:31:34 pm", -88, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
76,"11/10/2023, 8:26:25 pm", -93, -97, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
77,"11/10/2023, 8:26:12 pm", -93, -97, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
78,"11/10/2023, 8:25:59 pm", -84, -94, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
79,"11/10/2023, 8:25:47 pm", -84, -94, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
80,"11/10/2023, 8:25:34 pm", -84, -94, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
81,"11/10/2023, 8:25:22 pm", -68, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
82,"11/10/2023, 8:25:09 pm", -68, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
83,"11/10/2023, 8:24:56 pm", -67, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
84,"11/10/2023, 8:24:43 pm", -80, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
85,"11/10/2023, 8:24:31 pm", -83, -96, 48, Open, ac,UNSW Guest ,08-CC-68-B4-A3-DC
86,"11/10/2023, 8:24:56 pm", -95, -94, 108, Open, ac,UNSW Guest ,08-CC-68-B4-69-7C
87,"11/10/2023, 8:24:43 pm", -95, -94, 108, Open, ac,UNSW Guest ,08-CC-68-B4-69-7C
88,"11/10/2023, 8:24:31 pm", -95, -94, 108, Open, ac,UNSW Guest ,08-CC-68-B4-69-7C
89,"11/10/2023, 8:29:44 pm", -87, -85, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-E3-C1-32
90,"11/10/2023, 8:29:31 pm", -87, -85, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-E3-C1-32
91,"11/10/2023, 8:29:18 pm", -87, -85, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-E3-C1-32
92,"11/10/2023, 8:34:50 pm", -93, -93, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
93,"11/10/2023, 8:34:36 pm", -93, -93, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
94,"11/10/2023, 8:34:08 pm", -87, -96, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
95,"11/10/2023, 8:33:55 pm", -87, -96, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
96,"11/10/2023, 8:33:41 pm", -84, -96, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
97,"11/10/2023, 8:33:28 pm", -86, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
98,"11/10/2023, 8:33:16 pm", -88, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
99,"11/10/2023, 8:25:34 pm", -90, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
100,"11/10/2023, 8:25:22 pm", -90, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
101,"11/10/2023, 8:25:09 pm", -90, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
102,"11/10/2023, 8:24:56 pm", -90, -96, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
103,"11/10/2023, 8:24:43 pm", -84, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
104,"11/10/2023, 8:24:31 pm", -88, -96, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
105,"11/10/2023, 8:24:18 pm", -81, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
106,"11/10/2023, 8:24:06 pm", -78, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
107,"11/10/2023, 8:23:53 pm", -79, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
108,"11/10/2023, 8:22:13 pm", -89, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
109,"11/10/2023, 8:22:00 pm", -89, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
110,"11/10/2023, 8:21:48 pm", -89, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
111,"11/10/2023, 8:21:36 pm", -85, -93, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
112,"11/10/2023, 8:21:21 pm", -85, -93, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
113,"11/10/2023, 8:21:08 pm", -85, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
114,"11/10/2023, 8:20:55 pm", -87, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
115,"11/10/2023, 8:20:42 pm", -85, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
116,"11/10/2023, 8:20:29 pm", -85, -94, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
117,"11/10/2023, 8:20:16 pm", -89, -95, 52, WPA2-Enterprise, ac,Global_Students ,1C-E6-C7-3E-DA-B3
118,"11/10/2023, 8:28:00 pm", -79, -90, 6, Open, g/n,UNSW Guest ,00-EA-BD-DB-D1-73
119,"11/10/2023, 8:27:47 pm", -79, -90, 6, Open, g/n,UNSW Guest ,00-EA-BD-DB-D1-73
120,"11/10/2023, 8:27:33 pm", -79, -90, 6, Open, g/n,UNSW Guest ,00-EA-BD-DB-D1-73
121,"11/10/2023, 8:15:42 pm", -90, -94, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
122,"11/10/2023, 8:15:30 pm", -90, -94, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
123,"11/10/2023, 8:15:17 pm", -90, -94, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
124,"11/10/2023, 8:15:02 pm", -81, -95, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
125,"11/10/2023, 8:14:49 pm", -75, -96, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
126,"11/10/2023, 8:14:37 pm", -75, -96, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
127,"11/10/2023, 8:14:24 pm", -82, -96, 64, Open, ac,UNSW Guest ,08-CC-68-B4-DC-1C
128,"11/10/2023, 8:25:34 pm", -88, -93, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-A1-1B
129,"11/10/2023, 8:25:22 pm", -88, -93, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-A1-1B
130,"11/10/2023, 8:25:09 pm", -88, -93, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-A1-1B
131,"11/10/2023, 8:24:56 pm", -86, -96, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-A1-1B
132,"11/10/2023, 8:24:43 pm", -93, -95, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-A1-1B
133,"11/10/2023, 8:23:53 pm", -83, -87, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
134,"11/10/2023, 8:23:40 pm", -83, -87, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
135,"11/10/2023, 8:23:28 pm", -74, -88, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
136,"11/10/2023, 8:23:15 pm", -77, -86, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
137,"11/10/2023, 8:23:02 pm", -78, -90, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
138,"11/10/2023, 8:22:50 pm", -80, -90, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
139,"11/10/2023, 8:22:38 pm", -74, -86, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
140,"11/10/2023, 8:22:25 pm", -76, -83, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
141,"11/10/2023, 8:22:13 pm", -71, -82, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
142,"11/10/2023, 8:22:00 pm", -71, -81, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
143,"11/10/2023, 8:21:48 pm", -68, -84, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
144,"11/10/2023, 8:07:21 pm", -86, -84, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
145,"11/10/2023, 8:06:52 pm", -80, -81, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
146,"11/10/2023, 8:06:39 pm", -80, -81, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
147,"11/10/2023, 8:05:16 pm", -76, -82, 11, WPA2-Enterprise, g/n,uniwide ,A0-0F-37-4C-9F-80
148,"11/10/2023, 8:37:40 pm", -74, -96, 64, WPA2-Enterprise, ac,eduroam ,A8-9D-21-71-BA-BF
149,"11/10/2023, 8:37:27 pm", -79, -96, 64, WPA2-Enterprise, ac,eduroam ,A8-9D-21-71-BA-BF
150,"11/10/2023, 8:37:15 pm", -76, -95, 64, WPA2-Enterprise, ac,eduroam ,A8-9D-21-71-BA-BF
151,"11/10/2023, 8:35:57 pm", -81, -80, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
152,"11/10/2023, 8:35:44 pm", -81, -80, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
153,"11/10/2023, 8:35:32 pm", -81, -80, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
154,"11/10/2023, 8:22:50 pm", -75, -82, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
155,"11/10/2023, 8:22:38 pm", -75, -82, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
156,"11/10/2023, 8:22:25 pm", -75, -82, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
157,"11/10/2023, 8:06:13 pm", -64, -80, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
158,"11/10/2023, 8:06:00 pm", -64, -80, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
159,"11/10/2023, 8:05:45 pm", -64, -80, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
160,"11/10/2023, 8:05:16 pm", -72, -82, 6, WPA2-Enterprise, g/n,eduroam ,D0-72-DC-53-63-31
161,"11/10/2023, 8:18:18 pm", -83, -88, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
162,"11/10/2023, 8:18:06 pm", -83, -88, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
163,"11/10/2023, 8:17:53 pm", -83, -88, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
164,"11/10/2023, 8:17:40 pm", -81, -86, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
165,"11/10/2023, 8:17:28 pm", -81, -86, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
166,"11/10/2023, 8:17:15 pm", -81, -90, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
167,"11/10/2023, 8:16:47 pm", -89, -86, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-78-E0
168,"11/10/2023, 8:19:10 pm", -90, -94, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
169,"11/10/2023, 8:18:57 pm", -90, -94, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
170,"11/10/2023, 8:18:44 pm", -90, -94, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
171,"11/10/2023, 8:17:53 pm", -87, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
172,"11/10/2023, 8:17:40 pm", -87, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
173,"11/10/2023, 8:17:28 pm", -87, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
174,"11/10/2023, 8:17:15 pm", -85, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
175,"11/10/2023, 8:17:03 pm", -82, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
176,"11/10/2023, 8:16:47 pm", -78, -95, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
177,"11/10/2023, 8:16:34 pm", -75, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
178,"11/10/2023, 8:16:21 pm", -89, -95, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
179,"11/10/2023, 8:12:11 pm", -87, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
180,"11/10/2023, 8:11:59 pm", -87, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
181,"11/10/2023, 8:11:46 pm", -87, -96, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
182,"11/10/2023, 8:11:34 pm", -86, -95, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
183,"11/10/2023, 8:11:21 pm", -86, -95, 112, WPA2-Enterprise, ac,Global_Students ,A0-0F-37-4C-93-2B
184,"11/10/2023, 8:06:39 pm", -82, -94, 104, Open, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-12-CC
185,"11/10/2023, 8:06:26 pm", -82, -94, 104, Open, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-12-CC
186,"11/10/2023, 8:06:13 pm", -82, -94, 104, Open, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-12-CC
187,"11/10/2023, 8:31:47 pm", -80, -86, 1, WPA2-Enterprise, g/n,uniwide ,40-CE-24-9C-96-01
188,"11/10/2023, 8:31:19 pm", -80, -86, 1, WPA2-Enterprise, g/n,uniwide ,40-CE-24-9C-96-01
189,"11/10/2023, 8:25:22 pm", -92, -96, 100, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B5-ED-2D
190,"11/10/2023, 8:25:09 pm", -92, -96, 100, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B5-ED-2D
191,"11/10/2023, 8:24:56 pm", -92, -96, 100, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B5-ED-2D
192,"11/10/2023, 8:08:25 pm", -79, -79, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
193,"11/10/2023, 8:08:12 pm", -79, -79, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
194,"11/10/2023, 8:08:00 pm", -76, -81, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
195,"11/10/2023, 8:07:47 pm", -76, -81, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
196,"11/10/2023, 8:07:34 pm", -76, -81, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
197,"11/10/2023, 8:06:39 pm", -72, -84, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
198,"11/10/2023, 8:06:26 pm", -72, -84, 11, WPA2-Personal, b/g/n,HA Staff ,7E-45-58-21-19-D9
199,"11/10/2023, 8:25:34 pm", -89, -93, 112, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-A1-1F
200,"11/10/2023, 8:25:22 pm", -89, -93, 112, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-A1-1F
201,"11/10/2023, 8:25:09 pm", -89, -93, 112, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-A1-1F
202,"11/10/2023, 8:24:56 pm", -86, -96, 112, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-A1-1F
203,"11/10/2023, 8:33:28 pm", -92, -95, 40, Open, ac,UNSW Guest ,08-CC-68-B4-82-8C
204,"11/10/2023, 8:33:16 pm", -92, -95, 40, Open, ac,UNSW Guest ,08-CC-68-B4-82-8C
205,"11/10/2023, 8:33:00 pm", -92, -95, 40, Open, ac,UNSW Guest ,08-CC-68-B4-82-8C
206,"11/10/2023, 8:18:44 pm", -71, -85, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AD-24
207,"11/10/2023, 8:18:31 pm", -71, -85, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AD-24
208,"11/10/2023, 8:18:06 pm", -74, -86, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AD-24
209,"11/10/2023, 8:17:53 pm", -74, -86, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AD-24
210,"11/10/2023, 8:16:47 pm", -84, -89, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AD-24
211,"11/10/2023, 8:16:34 pm", -84, -89, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AD-24
